[Node 3] 2025/12/10 12:35:13.192395 Node 3: initializing at localhost:8003 with 9 peers
[Node 3] 2025/12/10 12:35:14.437213 [Database] client 68 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.453152 [Database] client 69 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.471157 [Database] client 70 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.486133 [Database] client 71 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.502216 [Database] client 72 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.520178 [Database] client 73 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.537167 [Database] client 74 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.562120 [Database] client 75 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.581028 [Database] client 76 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.599115 [Database] client 77 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.617146 [Database] client 78 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.634074 [Database] client 79 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.651107 [Database] client 80 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.668162 [Database] client 81 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.685077 [Database] client 82 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.702090 [Database] client 83 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.719134 [Database] client 84 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.736143 [Database] client 85 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.756145 [Database] client 86 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.774139 [Database] client 87 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.794220 [Database] client 88 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.825192 [Database] client 89 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.841092 [Database] client 90 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.859200 [Database] client 91 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.881546 [Database] client 92 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.904231 [Database] client 93 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.921221 [Database] client 94 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.943185 [Database] client 95 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.968207 [Database] client 96 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:14.995192 [Database] client 97 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.012080 [Database] client 98 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.033229 [Database] client 99 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.057168 [Database] client 100 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.079235 [Database] client 101 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.093080 [Database] client 102 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.120522 [Database] client 103 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.149213 [Database] client 104 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.169388 [Database] client 105 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.183199 [Database] client 106 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.202254 [Database] client 107 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.224082 [Database] client 108 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.238183 [Database] client 109 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.257084 [Database] client 110 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.275125 [Database] client 111 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.298210 [Database] client 112 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.325281 [Database] client 113 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.345309 [Database] client 114 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.366182 [Database] client 115 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.393193 [Database] client 116 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.421198 [Database] client 117 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.435166 [Database] client 118 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.448157 [Database] client 119 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.461204 [Database] client 120 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.477084 [Database] client 121 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.495098 [Database] client 122 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.515314 [Database] client 123 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.534310 [Database] client 124 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.550310 [Database] client 125 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.568218 [Database] client 126 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.583295 [Database] client 127 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.595190 [Database] client 128 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.612240 [Database] client 129 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.642181 [Database] client 130 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.665069 [Database] client 131 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.685013 [Database] client 132 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.702121 [Database] client 133 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.718051 [Database] client 134 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.742088 [Database] client 135 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.762163 [Database] client 136 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.785091 [Database] client 137 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.802108 [Database] client 138 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.820161 [Database] client 139 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.838156 [Database] client 140 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.857152 [Database] client 141 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.876073 [Database] client 142 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.892034 [Database] client 143 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.906173 [Database] client 144 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.923111 [Database] client 145 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.941126 [Database] client 146 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.960111 [Database] client 147 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.977098 [Database] client 148 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:15.993148 [Database] client 149 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.023159 [Database] client 150 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.045114 [Database] client 151 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.067300 [Database] client 152 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.088092 [Database] client 153 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.107104 [Database] client 154 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.128098 [Database] client 155 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.148160 [Database] client 156 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.168129 [Database] client 157 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.187300 [Database] client 158 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.208192 [Database] client 159 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.226167 [Database] client 160 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.243178 [Database] client 161 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.259112 [Database] client 162 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.277175 [Database] client 163 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.302057 [Database] client 164 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.316203 [Database] client 165 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.333175 [Database] client 166 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.351196 [Database] client 167 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.366078 [Database] client 168 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.380195 [Database] client 169 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.397074 [Database] client 170 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.416137 [Database] client 171 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.432180 [Database] client 172 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.450047 [Database] client 173 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.463140 [Database] client 174 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.481101 [Database] client 175 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.499182 [Database] client 176 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.517338 [Database] client 177 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.535165 [Database] client 178 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.552209 [Database] client 179 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.564231 [Database] client 180 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.583213 [Database] client 181 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.600232 [Database] client 182 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.617189 [Database] client 183 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.634165 [Database] client 184 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.650083 [Database] client 185 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.667089 [Database] client 186 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.685049 [Database] client 187 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.702069 [Database] client 188 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.720057 [Database] client 189 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.738080 [Database] client 190 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.756041 [Database] client 191 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.774085 [Database] client 192 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.791111 [Database] client 193 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.808093 [Database] client 194 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.827084 [Database] client 195 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.845122 [Database] client 196 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.863223 [Database] client 197 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.881051 [Database] client 198 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.898051 [Database] client 199 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.917323 [Database] client 200 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.934135 [Database] client 201 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.963107 [Database] client 202 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:16.981105 [Database] client 203 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.001116 [Database] client 204 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.019217 [Database] client 205 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.039107 [Database] client 206 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.059223 [Database] client 207 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.081110 [Database] client 208 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.103121 [Database] client 209 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.125079 [Database] client 210 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.142131 [Database] client 211 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.161157 [Database] client 212 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.178099 [Database] client 213 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.196090 [Database] client 214 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.216166 [Database] client 215 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.236134 [Database] client 216 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.256129 [Database] client 217 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.276163 [Database] client 218 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.295144 [Database] client 219 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.314105 [Database] client 220 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.333116 [Database] client 221 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.353110 [Database] client 222 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.372090 [Database] client 223 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.392093 [Database] client 224 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.412131 [Database] client 225 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.431066 [Database] client 226 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.451101 [Database] client 227 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.471124 [Database] client 228 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.491076 [Database] client 229 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.511112 [Database] client 230 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.527080 [Database] client 231 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.547111 [Database] client 232 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.563132 [Database] client 233 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.583109 [Database] client 234 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.598133 [Database] client 235 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.615173 [Database] client 236 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.632061 [Database] client 237 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.651086 [Database] client 238 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.675150 [Database] client 239 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.693163 [Database] client 240 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.713118 [Database] client 241 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.731115 [Database] client 242 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.752752 [Database] client 243 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.783226 [Database] client 244 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.803299 [Database] client 245 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.830189 [Database] client 246 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.853303 [Database] client 247 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.878203 [Database] client 248 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.903250 [Database] client 249 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.936574 [Database] client 250 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.966188 [Database] client 251 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:17.996928 [Database] client 252 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.028181 [Database] client 253 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.053265 [Database] client 254 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.081212 [Database] client 255 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.110218 [Database] client 256 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.147279 [Database] client 257 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.181159 [Database] client 258 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.206201 [Database] client 259 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.232224 [Database] client 260 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.260583 [Database] client 261 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.296254 [Database] client 262 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.325258 [Database] client 263 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.359179 [Database] client 264 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.378151 [Database] client 265 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.396222 [Database] client 266 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.413178 [Database] client 267 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.444265 [Database] client 268 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.465198 [Database] client 269 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.485209 [Database] client 270 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.504022 [Database] client 271 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.520119 [Database] client 272 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.539102 [Database] client 273 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.555107 [Database] client 274 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.573083 [Database] client 275 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.590346 [Database] client 276 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.612064 [Database] client 277 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.638081 [Database] client 278 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.655079 [Database] client 279 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.673141 [Database] client 280 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.690134 [Database] client 281 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.708146 [Database] client 282 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.727066 [Database] client 283 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.750999 [Database] client 284 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.769121 [Database] client 285 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.788063 [Database] client 286 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.806095 [Database] client 287 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.824144 [Database] client 288 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.845165 [Database] client 289 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.868117 [Database] client 290 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.893131 [Database] client 291 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.912055 [Database] client 292 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.934067 [Database] client 293 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.961144 [Database] client 294 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.980060 [Database] client 295 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:18.999022 [Database] client 296 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:19.018202 [Database] client 297 initialized with balance 10 (bolt)
[Node 3] 2025/12/10 12:35:19.037019 [Database] client 298 initialized with balance 10 (bolt)
